Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-29,456.6374206542969,456.6374206542969,456.6374206542969,456.6374206542969,0,0.0,0.0
2005-05-02,453.0699768066406,454.25913685075255,450.6916567184168,453.0699768066406,24212500,0.0,0.0
2005-05-03,453.0699768066406,453.0699768066406,453.0699768066406,453.0699768066406,0,0.0,0.0
2005-05-04,453.0699768066406,453.0699768066406,453.0699768066406,453.0699768066406,0,0.0,0.0
2005-05-05,453.0699768066406,453.0699768066406,453.0699768066406,453.0699768066406,0,0.0,0.0
2005-05-06,461.39413459913726,467.3399353027344,457.826654176979,467.3399353027344,63204500,0.0,0.0
2005-05-09,468.52900907076327,469.71816899226263,463.7723693847656,463.7723693847656,30286500,0.0,0.0
2005-05-10,464.96152930626505,467.33984914926384,462.58320946326626,463.7723693847656,30105000,0.0,0.0
2005-05-11,457.82654478876475,460.2048645019531,456.63738493217056,460.2048645019531,42926000,0.0,0.0
2005-05-12,456.63750000000005,457.82666015625,455.44833984375003,457.82666015625,28096500,0.0,0.0
